onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0147	0.75	377	4.0044	2	5	4	177	0	0	1
9.7711	0.75	378	7.7637	2	5	2	301	0	0	1
12.774	0.75	379	10.769	2	5	6	245	0	0	1
16.032	0.75	380	14.028	2	5	3	226	0	0	1
19.288	0.75	381	17.284	2	5	6	242	0	0	1
22.548	0.75	382	20.542	2	5	2	302	0	0	1
26.555	0.75	383	24.549	2	5	5	209	1	0.41582	1
29.842	0.75	384	27.836	2	5	1	111	0	0	1
32.85	0.75	385	30.845	2	5	5	193	0	0	1
36.131	0.75	386	34.122	2	5	1	116	0	0	1
39.136	0.75	387	37.131	2	5	6	244	0	0	1
42.898	0.75	388	40.892	2	5	1	119	0	0	1
46.157	0.75	389	44.153	2	5	5	205	0	0	1
50.169	0.75	390	48.162	2	5	2	307	0	0	1
53.175	0.75	391	51.171	2	5	4	168	0	0	1
57.185	0.75	392	55.18	2	5	5	207	0	0	1
60.695	0.75	393	58.689	2	5	2	308	1	0	0
63.953	0.75	394	61.946	2	5	3	233	0	0	1
66.96	0.75	395	64.955	2	5	6	243	0	0	1
70.985	0.75	396	68.98	2	5	3	228	1	0.53973	1
74.771	0.75	397	72.766	2	5	4	184	0	0	1
77.779	0.75	398	75.775	2	5	3	234	0	0	1
81.792	0.75	399	79.785	2	5	1	107	0	0	1
85.551	0.75	400	83.544	2	5	4	164	0	0	1
88.554	0.75	401	86.55	2	5	6	242	0	0	1
92.313	0.75	402	90.309	2	5	3	236	0	0	1
96.071	0.75	403	94.066	2	5	5	191	0	0	1
99.329	0.75	404	97.324	2	5	6	244	1	0.63966	1
102.36	0.75	405	100.36	2	5	5	193	0	0	1
105.64	0.75	406	103.63	2	5	6	243	0	0	1
109.4	0.75	407	107.4	2	5	1	116	0	0	1
112.91	0.75	408	110.9	2	5	4	177	1	0.53004	1
116.95	0.75	409	114.94	2	5	2	305	0	0	1
120.7	0.75	410	118.69	2	5	4	162	0	0	1
124.46	0.75	411	122.45	2	5	1	119	1	0.57681	1
127.49	0.75	412	125.49	2	5	5	205	0	0	1
131.26	0.75	413	129.25	2	5	1	112	0	0	1
135.02	0.75	414	133.01	2	5	2	308	0	0	1
138.77	0.75	415	136.77	2	5	3	226	1	0.48261	1
142.08	0.75	416	140.07	2	5	1	114	0	0	1
145.84	0.75	417	143.83	2	5	3	233	0	0	1
149.59	0.75	418	147.58	2	5	2	304	0	0	1
152.85	0.75	419	150.84	2	5	5	207	0	0	1
156.35	0.75	420	154.35	2	5	3	228	0	0	1
160.37	0.75	421	158.36	2	5	4	164	0	0	1
163.87	0.75	422	161.86	2	5	6	241	1	0.55613	1
166.9	0.75	423	164.9	2	5	4	168	0	0	1
170.66	0.75	424	168.66	2	5	2	307	0	0	1
206.38	0.75	425	204.38	2	5	5	191	0	0	1
209.9	0.75	426	207.9	2	5	2	302	0	0	1
213.16	0.75	427	211.16	2	5	5	193	0	0	1
217.17	0.75	428	215.17	2	5	6	241	0	0	1
221.18	0.75	429	219.18	2	5	1	114	0	0	1
224.44	0.75	430	222.43	2	5	6	243	0	0	1
228.19	0.75	431	226.19	2	5	4	168	0	0	1
232.21	0.75	432	230.2	2	5	6	245	1	0.54063	1
235.24	0.75	433	233.24	2	5	3	226	0	0	1
239	0.75	434	237	2	5	5	205	0	0	1
242.01	0.75	435	240	2	5	3	234	1	0.43545	1
245.06	0.75	436	243.06	2	5	6	242	0	0	1
248.07	0.75	437	246.06	2	5	2	305	0	0	1
252.08	0.75	438	250.08	2	5	4	184	0	0	1
255.09	0.75	439	253.08	2	5	3	228	0	0	1
259.1	0.75	440	257.09	2	5	1	111	0	0	1
262.36	0.75	441	260.35	2	5	2	304	0	0	1
266.11	0.75	442	264.11	2	5	1	112	0	0	1
269.87	0.75	443	267.87	2	5	4	164	0	0	1
273.38	0.75	444	271.37	2	5	5	191	1	0.41545	1
277.16	0.75	445	275.15	2	5	2	301	0	0	1
280.43	0.75	446	278.42	2	5	3	236	0	0	1
284.19	0.75	447	282.18	2	5	1	107	1	0.51938	1
287.98	0.75	448	285.97	2	5	4	162	0	0	1
291.48	0.75	449	289.48	2	5	6	245	1	0.44071	1
294.77	0.75	450	292.76	2	5	1	107	0	0	1
298.52	0.75	451	296.52	2	5	6	244	0	0	1
302.53	0.75	452	300.53	2	5	3	234	0	0	1
305.79	0.75	453	303.79	2	5	6	241	0	0	1
309.55	0.75	454	307.55	2	5	5	209	0	0	1
313.31	0.75	455	311.31	2	5	4	162	0	0	1
316.34	0.75	456	314.33	2	5	5	207	0	0	1
320.34	0.75	457	318.34	2	5	3	236	0	0	1
323.35	0.75	458	321.34	2	5	4	184	0	0	1
326.61	0.75	459	324.6	2	5	3	233	0	0	1
329.86	0.75	460	327.86	2	5	5	209	0	0	1
333.38	0.75	461	331.37	2	5	4	164	1	0.30614	1
336.41	0.75	462	334.41	2	5	1	111	0	0	1
340.42	0.75	463	338.41	2	5	2	308	0	0	1
344.43	0.75	464	342.42	2	5	4	177	0	0	1
348.19	0.75	465	346.18	2	5	1	116	0	0	1
351.71	0.75	466	349.7	2	5	2	301	0	0	1
355.72	0.75	467	353.71	2	5	1	119	0	0	1
359.73	0.75	468	357.72	2	5	2	307	0	0	1
