onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.013	0.75	377	4.0039	2	5	4	177	0	0	1
9.7724	0.75	378	7.7637	2	5	2	301	0	0	1
12.775	0.75	379	10.77	2	5	6	245	0	0	1
16.033	0.75	380	14.028	2	5	3	226	0	0	1
19.291	0.75	381	17.286	2	5	6	242	0	0	1
22.551	0.75	382	20.547	2	5	2	302	0	0	1
26.562	0.75	383	24.557	2	5	5	209	1	0.41053	1
29.85	0.75	384	27.843	2	5	1	111	0	0	1
32.852	0.75	385	30.847	2	5	5	193	0	0	1
36.13	0.75	386	34.123	2	5	1	116	0	0	1
39.138	0.75	387	37.132	2	5	6	244	0	0	1
42.902	0.75	388	40.895	2	5	1	119	0	0	1
46.157	0.75	389	44.151	2	5	5	205	0	0	1
50.164	0.75	390	48.157	2	5	2	307	0	0	1
53.17	0.75	391	51.165	2	5	4	168	0	0	1
57.18	0.75	392	55.174	2	5	5	207	0	0	1
60.692	0.75	393	58.685	2	5	2	308	1	0.75847	1
63.954	0.75	394	61.94	2	5	3	233	0	0	1
66.951	0.75	395	64.946	2	5	6	243	0	0	1
70.977	0.75	396	68.972	2	5	3	228	1	0.56676	1
74.759	0.75	397	72.754	2	5	4	184	0	0	1
77.766	0.75	398	75.761	2	5	3	234	0	0	1
81.78	0.75	399	79.773	2	5	1	107	0	0	1
85.536	0.75	400	83.529	2	5	4	164	0	0	1
88.541	0.75	401	86.536	2	5	6	242	0	0	1
92.302	0.75	402	90.297	2	5	3	236	0	0	1
96.062	0.75	403	94.057	2	5	5	191	0	0	1
99.318	0.75	404	97.313	2	5	6	244	1	0.56176	1
102.35	0.75	405	100.35	2	5	5	193	0	0	1
105.63	0.75	406	103.62	2	5	6	243	0	0	1
109.39	0.75	407	107.38	2	5	1	116	0	0	1
112.89	0.75	408	110.89	2	5	4	177	1	0.60431	1
116.93	0.75	409	114.92	2	5	2	305	0	0	1
120.69	0.75	410	118.68	2	5	4	162	0	0	1
124.45	0.75	411	122.44	2	5	1	119	1	0.43825	1
127.48	0.75	412	125.48	2	5	5	205	0	0	1
131.25	0.75	413	129.24	2	5	1	112	0	0	1
135.01	0.75	414	133	2	5	2	308	0	0	1
138.76	0.75	415	136.76	2	5	3	226	1	0.59842	1
142.07	0.75	416	140.06	2	5	1	114	0	0	1
145.82	0.75	417	143.81	2	5	3	233	0	0	1
149.58	0.75	418	147.57	2	5	2	304	0	0	1
152.84	0.75	419	150.83	2	5	5	207	0	0	1
156.35	0.75	420	154.34	2	5	3	228	0	0	1
160.36	0.75	421	158.35	2	5	4	164	0	0	1
163.86	0.75	422	161.86	2	5	6	241	1	0.62667	1
166.9	0.75	423	164.89	2	5	4	168	0	0	1
170.66	0.75	424	168.65	2	5	2	307	0	0	1
207.38	0.75	425	205.37	2	5	5	191	0	0	1
210.9	0.75	426	208.89	2	5	2	302	0	0	1
214.16	0.75	427	212.15	2	5	5	193	0	0	1
218.17	0.75	428	216.16	2	5	6	241	0	0	1
222.18	0.75	429	220.17	2	5	1	114	0	0	1
225.44	0.75	430	223.43	2	5	6	243	0	0	1
229.2	0.75	431	227.19	2	5	4	168	0	0	1
233.21	0.75	432	231.2	2	5	6	245	1	0.48306	1
236.24	0.75	433	234.24	2	5	3	226	0	0	1
240	0.75	434	237.99	2	5	5	205	0	0	1
243.01	0.75	435	241	2	5	3	234	1	0.38963	1
246.06	0.75	436	244.05	2	5	6	242	0	0	1
249.07	0.75	437	247.06	2	5	2	305	0	0	1
253.08	0.75	438	251.07	2	5	4	184	0	0	1
256.08	0.75	439	254.08	2	5	3	228	0	0	1
260.09	0.75	440	258.09	2	5	1	111	0	0	1
263.35	0.75	441	261.35	2	5	2	304	0	0	1
267.11	0.75	442	265.1	2	5	1	112	0	0	1
270.87	0.75	443	268.86	2	5	4	164	0	0	1
274.37	0.75	444	272.37	2	5	5	191	1	0.54631	1
278.16	0.75	445	276.15	2	5	2	301	0	0	1
281.43	0.75	446	279.42	2	5	3	236	0	0	1
285.19	0.75	447	283.18	2	5	1	107	1	0.53079	1
288.97	0.75	448	286.97	2	5	4	162	0	0	1
292.48	0.75	449	290.48	2	5	6	245	1	0.44143	1
295.77	0.75	450	293.76	2	5	1	107	0	0	1
299.53	0.75	451	297.52	2	5	6	244	0	0	1
303.54	0.75	452	301.54	2	5	3	234	0	0	1
306.8	0.75	453	304.79	2	5	6	241	0	0	1
310.56	0.75	454	308.55	2	5	5	209	0	0	1
314.32	0.75	455	312.32	2	5	4	162	0	0	1
317.35	0.75	456	315.34	2	5	5	207	0	0	1
321.36	0.75	457	319.35	2	5	3	236	0	0	1
324.36	0.75	458	322.36	2	5	4	184	0	0	1
327.63	0.75	459	325.62	2	5	3	233	0	0	1
330.88	0.75	460	328.88	2	5	5	209	0	0	1
334.39	0.75	461	332.39	2	5	4	164	1	0.64958	1
337.43	0.75	462	335.42	2	5	1	111	0	0	1
341.44	0.75	463	339.43	2	5	2	308	0	0	1
345.45	0.75	464	343.44	2	5	4	177	0	0	1
349.21	0.75	465	347.2	2	5	1	116	0	0	1
352.73	0.75	466	350.73	2	5	2	301	0	0	1
356.74	0.75	467	354.73	2	5	1	119	0	0	1
360.75	0.75	468	358.74	2	5	2	307	0	0	1
