onset	duration	trial	onsetsprobeapprox	block	episode	stimcue	stimprobe	categorycue	categoryprobe	episodeprobe	positioncue	positionprobe	probecorrect	afterbefore	choicetimelimit	choiceresp	choicekey	choicert	accurate	confresponse	confkey	confrt
9.3557	5.5	1	n/a	1	1	112	n/a	1	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.673	5.5	2	n/a	1	3	301	n/a	2	n/a	n/a	4	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
29.203	5.5	3	n/a	1	4	302	n/a	2	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
38.915	5.5	4	n/a	1	2	207	n/a	5	n/a	n/a	4	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
48.163	5.5	5	n/a	1	3	111	n/a	1	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.624	5.5	6	n/a	1	5	304	n/a	2	n/a	n/a	2	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
65.16	5.5	7	n/a	1	2	236	n/a	3	n/a	n/a	2	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
74.527	5.5	8	n/a	1	3	301	n/a	2	n/a	n/a	4	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
84.314	5.5	9	n/a	1	1	112	n/a	1	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
93.793	5.5	10	n/a	1	2	241	n/a	6	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.72	5.5	11	n/a	1	7	307	n/a	2	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.21	5.5	12	n/a	1	3	436	n/a	7	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
130.41	5.5	13	n/a	1	2	437	n/a	7	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
140.04	5.5	14	n/a	1	4	226	n/a	3	n/a	n/a	2	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
148.88	5.5	15	n/a	1	1	431	n/a	7	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
159.91	5.5	16	n/a	1	5	462	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.59	5.5	17	n/a	1	7	243	n/a	6	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
179.8	5.5	18	n/a	1	1	431	n/a	7	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
188.75	5.5	19	n/a	1	6	464	n/a	8	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199.47	5.5	20	n/a	1	7	465	n/a	8	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
209.42	5.5	21	n/a	1	2	207	n/a	5	n/a	n/a	4	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
225.97	5.5	22	n/a	1	5	304	n/a	2	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
271.02	5.5	23	n/a	1	1	205	n/a	5	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
281.07	5.5	24	n/a	1	8	184	n/a	4	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
289.45	5.5	25	n/a	1	2	236	n/a	3	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
299.03	5.5	26	n/a	1	4	226	n/a	3	n/a	n/a	2	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
308.24	5.5	27	n/a	1	1	308	n/a	2	n/a	n/a	2	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
317.77	5.5	28	n/a	1	3	242	n/a	6	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
326.31	5.5	29	n/a	1	2	116	n/a	1	n/a	n/a	3	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
335.19	5.5	30	n/a	1	7	164	n/a	4	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
343.32	5.5	31	n/a	1	6	233	n/a	3	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
353.23	5.5	32	n/a	1	8	119	n/a	1	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
366.93	5.5	33	n/a	1	2	241	n/a	6	n/a	n/a	1	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
376.18	5.5	34	n/a	1	5	462	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
386.08	5.5	35	n/a	1	4	433	n/a	7	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
396.06	5.5	36	n/a	1	8	119	n/a	1	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
405.38	5.5	37	n/a	1	5	107	n/a	1	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
415.22	5.5	38	n/a	1	7	243	n/a	6	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
424.96	5.5	39	n/a	1	4	244	n/a	6	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
434.44	5.5	40	n/a	1	1	308	n/a	2	n/a	n/a	2	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
443.51	5.5	41	n/a	1	6	191	n/a	5	n/a	n/a	3	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
453.2	5.5	42	n/a	1	5	168	n/a	4	n/a	n/a	4	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
463.49	5.5	43	n/a	1	1	205	n/a	5	n/a	n/a	3	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	1	14.856	1	1	n/a	433	n/a	7	4	n/a	5	0	1	2	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	2	26.173	1	3	n/a	436	n/a	7	3	n/a	5	1	1	2	1	2	0.7551	1	0	1	0.97497
n/a	n/a	3	34.703	1	4	n/a	431	n/a	7	1	n/a	5	0	1	2	1	1	1.1858	0	1	1	0.7132
n/a	n/a	4	44.415	1	2	n/a	437	n/a	7	2	n/a	5	1	1	2	0	1	0.68223	0	0	2	0.75361
n/a	n/a	5	53.663	1	3	n/a	205	n/a	5	1	n/a	3	0	1	2	0	1	0.97565	1	1	2	0.67701
n/a	n/a	6	62.124	1	5	n/a	107	n/a	1	5	n/a	3	1	1	2	1	2	0.96538	1	1	2	0.765
n/a	n/a	7	70.66	1	2	n/a	437	n/a	7	2	n/a	5	1	1	2	0	2	1.1475	0	0	1	0.90662
n/a	n/a	8	80.027	1	3	n/a	242	n/a	6	3	n/a	3	0	1	2	0	1	1.0431	1	1	1	0.93884
n/a	n/a	9	89.814	1	1	n/a	431	n/a	7	1	n/a	5	1	1	2	0	2	1.1211	0	0	1	1.5578
n/a	n/a	10	99.293	1	2	n/a	233	n/a	3	6	n/a	1	0	1	2	1	1	1.329	0	1	2	1.7937
n/a	n/a	11	109.22	1	7	n/a	114	n/a	1	7	n/a	4	1	1	2	1	2	1.3575	1	0	1	0.69456
n/a	n/a	12	126.71	1	3	n/a	242	n/a	6	3	n/a	3	1	-1	2	1	1	1.0744	1	1	1	0.82852
n/a	n/a	13	135.91	1	2	n/a	116	n/a	1	2	n/a	3	1	-1	2	0	2	0.99219	0	1	1	1.326
n/a	n/a	14	145.54	1	4	n/a	302	n/a	2	4	n/a	1	1	-1	2	0	1	0.82005	0	0	1	1.2111
n/a	n/a	15	154.38	1	1	n/a	112	n/a	1	1	n/a	1	1	-1	2	1	1	1.5543	1	1	1	2.161
n/a	n/a	16	165.41	1	5	n/a	209	n/a	5	5	n/a	1	1	-1	2	0	2	1.8389	0	1	1	1.0431
n/a	n/a	17	175.09	1	7	n/a	465	n/a	8	7	n/a	5	0	-1	2	0	1	1.6758	1	1	2	1.225
n/a	n/a	18	185.3	1	1	n/a	112	n/a	1	1	n/a	1	1	-1	1.75	1	1	1.1155	1	1	2	1.0017
n/a	n/a	19	194.25	1	6	n/a	107	n/a	1	5	n/a	3	0	-1	1.5	0	2	1.3132	1	1	2	1.5957
n/a	n/a	20	204.97	1	7	n/a	228	n/a	3	8	n/a	4	0	-1	1.25	0	1	1.3723	1	1	1	0.77529
n/a	n/a	21	214.92	1	2	n/a	162	n/a	4	3	n/a	1	0	-1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	22	231.47	1	5	n/a	307	n/a	2	7	n/a	1	0	1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	23	276.52	1	1	n/a	112	n/a	1	1	n/a	1	0	1	1.5	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	24	286.57	1	8	n/a	305	n/a	2	8	n/a	2	1	1	1.75	0	2	0.85322	0	1	1	0.72378
n/a	n/a	25	294.95	1	2	n/a	111	n/a	1	3	n/a	2	0	1	2	1	2	0.9484	0	0	1	0.82342
n/a	n/a	26	304.53	1	4	n/a	244	n/a	6	4	n/a	3	1	1	2.25	0	1	1.1833	0	1	1	0.7183
n/a	n/a	27	313.74	1	1	n/a	234	n/a	3	1	n/a	4	1	1	2.5	1	2	0.86238	1	0	2	0.85359
n/a	n/a	28	323.27	1	3	n/a	207	n/a	5	2	n/a	4	0	1	2.75	0	1	0.94465	1	0	1	0.78086
n/a	n/a	29	331.81	1	2	n/a	207	n/a	5	2	n/a	4	1	1	3	0	2	1.1675	0	1	1	0.91668
n/a	n/a	30	340.69	1	7	n/a	112	n/a	1	1	n/a	1	0	1	3	0	1	0.77161	1	0	1	0.54625
n/a	n/a	31	348.82	1	6	n/a	164	n/a	4	7	n/a	2	0	1	3	0	1	1.4349	1	1	1	1.1633
n/a	n/a	32	358.73	1	8	n/a	243	n/a	6	7	n/a	3	0	1	3	0	2	0.89165	1	1	1	0.80216
n/a	n/a	33	372.43	1	2	n/a	193	n/a	5	4	n/a	4	0	-1	3	1	2	1.0739	0	1	2	1.3643
n/a	n/a	34	381.68	1	5	n/a	107	n/a	1	5	n/a	3	1	-1	3	0	1	1.1543	0	0	2	0.9372
n/a	n/a	35	391.58	1	4	n/a	241	n/a	6	2	n/a	1	0	-1	3	0	1	1.1788	1	1	2	1.4932
n/a	n/a	36	401.56	1	8	n/a	209	n/a	5	5	n/a	1	0	-1	3	0	2	1.1964	1	0	2	1.3154
n/a	n/a	37	410.88	1	5	n/a	164	n/a	4	7	n/a	2	0	-1	3	1	1	0.99661	0	1	2	1.5449
n/a	n/a	38	420.72	1	7	n/a	191	n/a	5	6	n/a	3	0	-1	3	0	1	1.1748	1	0	1	1.2621
n/a	n/a	39	430.46	1	4	n/a	433	n/a	7	4	n/a	5	0	-1	3	0	1	1.5864	1	1	2	1.0879
n/a	n/a	40	439.94	1	1	n/a	236	n/a	3	2	n/a	2	0	-1	3	0	1	1.4508	1	1	1	0.80797
n/a	n/a	41	449.01	1	6	n/a	233	n/a	3	6	n/a	1	1	-1	3	0	2	1.1684	0	1	1	0.72281
n/a	n/a	42	458.7	1	5	n/a	233	n/a	3	6	n/a	1	0	-1	3	0	1	1.1228	1	1	1	1.3669
n/a	n/a	43	468.99	1	1	n/a	112	n/a	1	1	n/a	1	1	-1	2.75	0	2	1.0734	0	0	1	1.5014
