onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0137	0.75	189	4.0039	2	3	4	162	0	0	1
9.2668	0.75	190	7.2623	2	3	6	242	0	0	1
13.28	0.75	191	11.275	2	3	2	302	0	0	1
17.288	0.75	192	15.284	2	3	6	244	0	0	1
20.296	0.75	193	18.291	2	3	4	177	0	0	1
23.302	0.75	194	21.297	2	3	6	241	0	0	1
26.311	0.75	195	24.304	2	3	3	233	0	0	1
29.333	0.75	196	27.325	2	3	1	112	1	0.51052	1
33.116	0.75	197	31.111	2	3	3	234	0	0	1
36.124	0.75	198	34.119	2	3	6	243	0	0	1
39.387	0.75	199	37.379	2	3	1	119	0	0	1
43.144	0.75	200	41.14	2	3	5	207	0	0	1
46.405	0.75	201	44.4	2	3	4	168	0	0	1
50.163	0.75	202	48.157	2	3	5	193	0	0	1
53.921	0.75	203	51.916	2	3	3	228	0	0	1
56.931	0.75	204	54.924	2	3	1	116	1	0.45241	1
59.967	0.75	205	57.962	2	3	5	209	0	0	1
63.493	0.75	206	61.485	2	3	2	304	1	0.61931	1
66.779	0.75	207	64.774	2	3	6	243	0	0	1
69.788	0.75	208	67.783	2	3	5	205	1	0.4629	1
72.825	0.75	209	70.818	2	3	2	307	0	0	1
76.584	0.75	210	74.58	2	3	3	226	0	0	1
80.344	0.75	211	78.34	2	3	4	184	0	0	1
84.357	0.75	212	82.35	2	3	1	114	0	0	1
88.361	0.75	213	86.356	2	3	3	228	0	0	1
91.37	0.75	214	89.366	2	3	6	245	0	0	1
95.134	0.75	215	93.127	2	3	2	305	0	0	1
98.906	0.75	216	96.9	2	3	3	226	0	0	1
102.42	0.75	217	100.41	2	3	6	242	0	0	1
106.17	0.75	218	104.17	2	3	2	308	0	0	1
109.18	0.75	219	107.17	2	3	3	236	0	0	1
113.19	0.75	220	111.18	2	3	1	107	1	0.62427	1
116.48	0.75	221	114.47	2	3	4	164	0	0	1
120.49	0.75	222	118.48	2	3	2	304	0	0	1
124.5	0.75	223	122.49	2	3	1	111	0	0	1
128	0.75	224	126	2	3	5	193	1	0.76503	1
131.27	0.75	225	129.26	2	3	3	233	0	0	1
135.04	0.75	226	133.03	2	3	1	112	0	0	1
138.04	0.75	227	136.03	2	3	4	177	0	0	1
141.05	0.75	228	139.04	2	3	1	114	0	0	1
144.81	0.75	229	142.8	2	3	2	302	0	0	1
148.57	0.75	230	146.56	2	3	4	184	0	0	1
152.58	0.75	231	150.57	2	3	2	301	0	0	1
155.58	0.75	232	153.58	2	3	5	207	1	0.69273	1
159.11	0.75	233	157.11	2	3	4	168	0	0	1
163.12	0.75	234	161.12	2	3	5	191	0	0	1
166.38	0.75	235	164.38	2	3	6	241	0	0	1
169.91	0.75	236	167.9	2	3	5	205	0	0	1
206.79	0.75	237	204.79	2	3	3	236	0	0	1
210.55	0.75	238	208.55	2	3	4	177	1	0.48837	1
214.34	0.75	239	212.33	2	3	6	244	0	0	1
217.59	0.75	240	215.59	2	3	5	193	0	0	1
221.61	0.75	241	219.6	2	3	2	307	0	0	1
224.86	0.75	242	222.86	2	3	1	119	0	0	1
228.12	0.75	243	226.12	2	3	4	162	0	0	1
231.88	0.75	244	229.88	2	3	3	226	0	0	1
235.39	0.75	245	233.39	2	3	5	209	0	0	1
238.67	0.75	246	236.66	2	3	3	234	0	0	1
241.67	0.75	247	239.67	2	3	5	205	0	0	1
245.44	0.75	248	243.43	2	3	2	305	0	0	1
249.2	0.75	249	247.19	2	3	6	241	0	0	1
252.96	0.75	250	250.95	2	3	1	111	1	0.49947	1
256.24	0.75	251	254.24	2	3	3	228	0	0	1
259.5	0.75	252	257.5	2	3	6	242	0	0	1
262.51	0.75	253	260.5	2	3	4	164	0	0	1
266.52	0.75	254	264.51	2	3	2	301	0	0	1
270.27	0.75	255	268.27	2	3	5	191	0	0	1
273.3	0.75	256	271.29	2	3	1	116	1	0	0
276.81	0.75	257	274.8	2	3	2	308	0	0	1
280.81	0.75	258	278.81	2	3	4	168	0	0	1
284.32	0.75	259	282.32	2	3	6	245	0	0	1
287.58	0.75	260	285.58	2	3	1	107	0	0	1
290.84	0.75	261	288.83	2	3	2	302	0	0	1
294.6	0.75	262	292.59	2	3	6	245	0	0	1
298.61	0.75	263	296.6	2	3	2	305	0	0	1
302.37	0.75	264	300.36	2	3	3	226	0	0	1
305.38	0.75	265	303.37	2	3	1	114	1	0.66037	1
308.93	0.75	266	306.92	2	3	5	209	1	0.47866	1
312.22	0.75	267	310.21	2	3	1	112	0	0	1
315.98	0.75	268	313.97	2	3	2	304	0	0	1
319.98	0.75	269	317.98	2	3	3	234	0	0	1
323.75	0.75	270	321.74	2	3	4	164	1	0.5663	1
327.78	0.75	271	325.78	2	3	1	119	0	0	1
331.04	0.75	272	329.03	2	3	6	241	0	0	1
334.3	0.75	273	332.29	2	3	1	116	0	0	1
337.31	0.75	274	335.3	2	3	6	243	0	0	1
340.31	0.75	275	338.31	2	3	3	236	0	0	1
344.09	0.75	276	342.08	2	3	6	244	0	0	1
347.35	0.75	277	345.34	2	3	4	184	0	0.96693	0
351.36	0.75	278	349.35	2	3	5	191	0	0	1
354.36	0.75	279	352.36	2	3	4	168	0	0	1
358.38	0.75	280	356.37	2	3	3	233	1	0.42687	1
362.41	0.75	281	360.4	2	3	4	162	0	0	1
366.17	0.75	282	364.16	2	3	5	207	0	0	1
