onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0139	0.75	377	4.0038	2	5	4	177	0	0	1
9.7741	0.75	378	7.7655	2	5	2	301	0	0	1
12.776	0.75	379	10.772	2	5	6	245	0	0	1
16.035	0.75	380	14.03	2	5	3	226	0	0	1
19.294	0.75	381	17.289	2	5	6	242	0	0	1
22.551	0.75	382	20.546	2	5	2	302	0	0	1
26.563	0.75	383	24.557	2	5	5	209	1	0.50053	1
29.852	0.75	384	27.844	2	5	1	111	0	0	1
32.855	0.75	385	30.849	2	5	5	193	0	0	1
36.134	0.75	386	34.125	2	5	1	116	0	0	1
39.138	0.75	387	37.133	2	5	6	244	0	0	1
42.902	0.75	388	40.894	2	5	1	119	0	0	1
46.155	0.75	389	44.151	2	5	5	205	0	0	1
50.167	0.75	390	48.159	2	5	2	307	0	0	1
53.171	0.75	391	51.165	2	5	4	168	0	0	1
57.179	0.75	392	55.174	2	5	5	207	0	0	1
60.695	0.75	393	58.687	2	5	2	308	1	0.7628	1
63.955	0.75	394	61.941	2	5	3	233	0	0	1
66.953	0.75	395	64.948	2	5	6	243	0	0	1
70.973	0.75	396	68.967	2	5	3	228	1	0.4371	1
74.755	0.75	397	72.75	2	5	4	184	0	0	1
77.763	0.75	398	75.758	2	5	3	234	0	0	1
81.777	0.75	399	79.77	2	5	1	107	0	0	1
85.536	0.75	400	83.528	2	5	4	164	0	0	1
88.543	0.75	401	86.538	2	5	6	242	0	0	1
92.305	0.75	402	90.3	2	5	3	236	0	0	1
96.064	0.75	403	94.059	2	5	5	191	0	0	1
99.323	0.75	404	97.318	2	5	6	244	1	0	0
102.33	0.75	405	100.33	2	5	5	193	0	0	1
105.6	0.75	406	103.6	2	5	6	243	0	0	1
109.37	0.75	407	107.36	2	5	1	116	0	0	1
112.87	0.75	408	110.87	2	5	4	177	1	0.469	1
116.91	0.75	409	114.9	2	5	2	305	0	0	1
120.66	0.75	410	118.66	2	5	4	162	0	0	1
124.43	0.75	411	122.42	2	5	1	119	1	0.57222	1
127.46	0.75	412	125.46	2	5	5	205	0	0	1
131.23	0.75	413	129.22	2	5	1	112	0	0	1
134.98	0.75	414	132.98	2	5	2	308	0	0	1
138.74	0.75	415	136.73	2	5	3	226	1	0.4624	1
142.04	0.75	416	140.04	2	5	1	114	0	0	1
145.8	0.75	417	143.8	2	5	3	233	0	0	1
149.56	0.75	418	147.55	2	5	2	304	0	0	1
152.81	0.75	419	150.81	2	5	5	207	0	0	1
156.33	0.75	420	154.32	2	5	3	228	0	0	1
160.34	0.75	421	158.33	2	5	4	164	0	0	1
163.85	0.75	422	161.84	2	5	6	241	1	0.43209	1
166.88	0.75	423	164.88	2	5	4	168	0	0	1
170.64	0.75	424	168.63	2	5	2	307	0	0	1
206.7	0.75	425	204.69	2	5	5	191	0	0	1
210.22	0.75	426	208.22	2	5	2	302	0	0	1
213.48	0.75	427	211.47	2	5	5	193	0	0	1
217.49	0.75	428	215.48	2	5	6	241	0	0	1
221.5	0.75	429	219.5	2	5	1	114	0	0	1
224.76	0.75	430	222.75	2	5	6	243	0	0	1
228.52	0.75	431	226.51	2	5	4	168	0	0	1
232.53	0.75	432	230.53	2	5	6	245	1	0	0
237.55	0.75	433	235.54	2	5	3	226	0	0	1
241.31	0.75	434	239.3	2	5	5	205	0	0	1
244.32	0.75	435	242.31	2	5	3	234	1	0.46795	1
247.37	0.75	436	245.36	2	5	6	242	0	0	1
250.37	0.75	437	248.37	2	5	2	305	0	0	1
254.38	0.75	438	252.37	2	5	4	184	0	0	1
257.39	0.75	439	255.38	2	5	3	228	0	0	1
261.4	0.75	440	259.39	2	5	1	111	0	0	1
264.66	0.75	441	262.65	2	5	2	304	0	0	1
268.42	0.75	442	266.41	2	5	1	112	0	0	1
272.18	0.75	443	270.17	2	5	4	164	0	0	1
275.68	0.75	444	273.68	2	5	5	191	1	0.4473	1
279.47	0.75	445	277.46	2	5	2	301	0	0	1
282.74	0.75	446	280.73	2	5	3	236	0	0	1
286.5	0.75	447	284.49	2	5	1	107	1	0.47262	1
290.29	0.75	448	288.28	2	5	4	162	0	0	1
293.8	0.75	449	291.79	2	5	6	245	1	0.80025	1
297.06	0.75	450	295.05	2	5	1	107	0	0	1
300.81	0.75	451	298.81	2	5	6	244	0	0	1
304.83	0.75	452	302.82	2	5	3	234	0	0	1
308.08	0.75	453	306.08	2	5	6	241	0	0	1
311.84	0.75	454	309.84	2	5	5	209	0	0	1
315.6	0.75	455	313.6	2	5	4	162	0	0	1
318.63	0.75	456	316.62	2	5	5	207	0	0	1
322.64	0.75	457	320.63	2	5	3	236	0	0	1
325.64	0.75	458	323.64	2	5	4	184	0	0	1
328.91	0.75	459	326.9	2	5	3	233	0	0	1
332.16	0.75	460	330.16	2	5	5	209	0	0	1
335.67	0.75	461	333.67	2	5	4	164	1	0.72368	1
338.7	0.75	462	336.7	2	5	1	111	0	0	1
342.71	0.75	463	340.7	2	5	2	308	0	0	1
346.72	0.75	464	344.71	2	5	4	177	0	0	1
350.48	0.75	465	348.47	2	5	1	116	0	0	1
354	0.75	466	351.99	2	5	2	301	0	0	1
358.01	0.75	467	356	2	5	1	119	0	0	1
362.02	0.75	468	360.01	2	5	2	307	0	0	1
