onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0133	0.75	1	4.0038	2	1	5	191	0	1.0458	0
9.5275	0.75	2	7.511	2	1	1	111	0	0	1
13.279	0.75	3	11.273	2	1	6	244	0	0	1
17.293	0.75	4	15.285	2	1	1	112	0	0	1
21.05	0.75	5	19.045	2	1	6	241	0	0	1
24.324	0.75	6	22.316	2	1	2	301	0	0	1
27.578	0.75	7	25.573	2	1	5	193	1	0.57798	1
31.111	0.75	8	29.105	2	1	6	242	0	0	1
34.115	0.75	9	32.11	2	1	4	168	0	0	1
37.123	0.75	10	35.116	2	1	2	304	1	0.71875	1
40.906	0.75	11	38.901	2	1	3	234	0	0	1
44.669	0.75	12	42.662	2	1	4	164	0	0	1
48.426	0.75	13	46.422	2	1	5	205	0	0	1
52.44	0.75	14	50.434	2	1	4	162	0	0	1
56.202	0.75	15	54.195	2	1	1	114	0	0	1
59.217	0.75	16	57.212	2	1	3	226	0	0	1
62.975	0.75	17	60.97	2	1	5	207	0	0	1
65.986	0.75	18	63.979	2	1	3	233	1	0.43679	1
69.526	0.75	19	67.519	2	1	1	107	0	0	1
73.283	0.75	20	71.278	2	1	3	228	0	0	1
77.045	0.75	21	75.038	2	1	2	304	0	0	1
80.05	0.75	22	78.045	2	1	4	177	0	0	1
84.06	0.75	23	82.053	2	1	2	305	0	0	1
88.066	0.75	24	86.062	2	1	6	243	0	0	1
91.327	0.75	25	89.322	2	1	5	205	0	0	1
94.347	0.75	26	92.342	2	1	3	228	0	0	1
98.357	0.75	27	96.352	2	1	4	184	0	0	1
101.62	0.75	28	99.612	2	1	3	236	0	0	1
104.88	0.75	29	102.87	2	1	6	243	1	0.57094	1
108.66	0.75	30	106.65	2	1	5	207	1	0.46777	1
111.69	0.75	31	109.69	2	1	1	111	0	0	1
114.7	0.75	32	112.69	2	1	6	245	0	0	1
118.46	0.75	33	116.45	2	1	2	301	0	0	1
122.46	0.75	34	120.46	2	1	5	209	0	0	1
125.47	0.75	35	123.47	2	1	6	242	0	0	1
128.74	0.75	36	126.74	2	1	4	168	1	0.47353	1
132.28	0.75	37	130.27	2	1	2	308	0	0	1
135.78	0.75	38	133.78	2	1	6	241	0	0	1
139.04	0.75	39	137.04	2	1	5	191	0	0	1
142.3	0.75	40	140.3	2	1	4	162	0	0	1
146.32	0.75	41	144.31	2	1	1	119	0	0	1
150.33	0.75	42	148.32	2	1	4	164	0	0	1
153.58	0.75	43	151.58	2	1	2	307	0	0	1
156.59	0.75	44	154.58	2	1	3	233	0	0	1
160.35	0.75	45	158.34	2	1	1	107	0	0	1
163.36	0.75	46	161.36	2	1	2	302	0	0	1
167.38	0.75	47	165.37	2	1	1	116	0	0	1
170.38	0.75	48	168.38	2	1	3	234	1	0.54125	1
207.7	0.75	49	205.68	2	1	4	164	0	0	1
211.7	0.75	50	209.7	2	1	6	244	0	0	1
215.71	0.75	51	213.71	2	1	3	226	0	0	1
219.47	0.75	52	217.46	2	1	5	207	0	0	1
222.48	0.75	53	220.47	2	1	1	112	0	0	1
226.24	0.75	54	224.23	2	1	3	226	0	0	1
229.24	0.75	55	227.24	2	1	1	116	0	0	1
232.51	0.75	56	230.51	2	1	4	162	0	0	1
236.27	0.75	57	234.26	2	1	5	191	0	0	1
239.53	0.75	58	237.52	2	1	4	177	0	0	1
242.53	0.75	59	240.53	2	1	5	193	0	0	1
246.54	0.75	60	244.54	2	1	4	184	0	0	1
250.06	0.75	61	248.05	2	1	5	209	1	0.43182	1
253.09	0.75	62	251.09	2	1	2	307	1	0.61436	1
256.63	0.75	63	254.62	2	1	3	228	0	0	1
259.89	0.75	64	257.88	2	1	2	305	0	0	1
262.9	0.75	65	260.89	2	1	1	114	0	0	1
266.67	0.75	66	264.66	2	1	2	304	0	0	1
269.92	0.75	67	267.92	2	1	3	236	1	0.60912	1
273.96	0.75	68	271.95	2	1	2	308	0	0	1
276.97	0.75	69	274.96	2	1	6	241	0	0	1
280.73	0.75	70	278.72	2	1	1	112	0	0	1
284.49	0.75	71	282.48	2	1	6	245	0	0	1
287.75	0.75	72	285.74	2	1	1	119	0	0	1
291.5	0.75	73	289.49	2	1	5	209	0	0	1
294.76	0.75	74	292.75	2	1	6	242	1	0.4998	1
298.29	0.75	75	296.28	2	1	2	305	0	0	1
301.81	0.75	76	299.8	2	1	1	114	0	0	1
304.81	0.75	77	302.81	2	1	5	193	0	0	1
308.07	0.75	78	306.07	2	1	3	233	1	0.51475	1
312.11	0.75	79	310.1	2	1	5	191	0	0	1
315.87	0.75	80	313.87	2	1	2	301	0	0	1
319.88	0.75	81	317.88	2	1	4	177	0	0	1
323.64	0.75	82	321.63	2	1	2	302	0	0	1
327.4	0.75	83	325.4	2	1	6	245	0	0	1
331.41	0.75	84	329.41	2	1	3	234	0	0	1
334.92	0.75	85	332.91	2	1	1	107	0	0	1
338.69	0.75	86	336.68	2	1	2	302	1	0.4833	1
341.73	0.75	87	339.72	2	1	5	205	0	0	1
345.49	0.75	88	343.48	2	1	6	244	0	0	1
349.25	0.75	89	347.24	2	1	4	184	1	0.45142	1
352.53	0.75	90	350.53	2	1	6	243	0	0	1
356.3	0.75	91	354.29	2	1	1	111	0	0	1
359.55	0.75	92	357.55	2	1	4	162	0	0	1
362.81	0.75	93	360.81	2	1	3	236	0	0	1
366.82	0.75	94	364.82	2	1	4	168	0	0	1
