onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0129	0.75	283	4.0037	2	4	2	302	0	0	1
10.018	0.75	284	8.0132	2	4	3	236	0	0	1
13.775	0.75	285	11.77	2	4	4	184	1	0.44066	1
17.578	0.75	286	15.572	2	4	6	244	0	0	1
21.336	0.75	287	19.331	2	4	5	209	0	0	1
24.341	0.75	288	22.336	2	4	4	177	0	0	1
27.35	0.75	289	25.343	2	4	2	307	0	0	1
30.607	0.75	290	28.599	2	4	1	114	0	0	1
34.361	0.75	291	32.356	2	4	4	162	1	0.43015	1
37.899	0.75	292	35.894	2	4	5	205	0	0	1
41.911	0.75	293	39.903	2	4	1	111	0	0	1
45.919	0.75	294	43.914	2	4	6	242	0	0	1
49.43	0.75	295	47.422	2	4	3	233	0	0	1
53.452	0.75	296	51.444	2	4	1	112	0	0	1
56.706	0.75	297	54.701	2	4	5	193	1	0.49305	1
59.995	0.75	298	57.987	2	4	1	107	0	0	1
63.001	0.75	299	60.993	2	4	2	308	0	0	1
66.503	0.75	300	64.498	2	4	6	243	0	0	1
70.264	0.75	301	68.257	2	4	2	301	0	0	1
73.516	0.75	302	71.511	2	4	3	234	0	0	1
76.525	0.75	303	74.52	2	4	6	245	0	0	1
79.786	0.75	304	77.779	2	4	4	164	0	0	1
83.547	0.75	305	81.542	2	4	5	207	0	0	1
87.071	0.75	306	85.066	2	4	3	228	0	0	1
90.082	0.75	307	88.074	2	4	1	111	1	0.41517	1
93.37	0.75	308	91.363	2	4	2	305	0	0	1
97.128	0.75	309	95.123	2	4	5	207	0	0	1
100.89	0.75	310	98.882	2	4	6	243	0	0	1
104.15	0.75	311	102.14	2	4	5	193	0	0	1
107.91	0.75	312	105.9	2	4	2	304	0	0	1
111.67	0.75	313	109.66	2	4	1	116	0	0	1
114.68	0.75	314	112.67	2	4	2	307	0	0	1
118.43	0.75	315	116.42	2	4	3	233	0	0	1
121.7	0.75	316	119.69	2	4	5	191	0	0	1
124.71	0.75	317	122.7	2	4	3	234	0	0	1
127.72	0.75	318	125.71	2	4	6	244	1	0.4924	1
131.5	0.75	319	129.5	2	4	1	107	0	0	1
135.26	0.75	320	133.25	2	4	2	308	0	0	1
139.26	0.75	321	137.26	2	4	4	184	0	0	1
143.02	0.75	322	141.02	2	4	3	226	0	0	1
146.78	0.75	323	144.78	2	4	1	119	0	0	1
149.79	0.75	324	147.78	2	4	4	177	0	0	1
153.55	0.75	325	151.54	2	4	5	205	0	0	1
156.57	0.75	326	154.56	2	4	4	162	0	0	1
160.58	0.75	327	158.57	2	4	3	228	0	0	1
163.59	0.75	328	161.58	2	4	4	168	1	0.55558	1
166.62	0.75	329	164.62	2	4	6	242	0	0	1
169.63	0.75	330	167.62	2	4	2	302	1	0.59209	1
207.29	0.75	331	205.28	2	4	6	241	0	0	1
210.55	0.75	332	208.54	2	4	3	233	0	0	1
214.55	0.75	333	212.55	2	4	1	116	0	0	1
217.56	0.75	334	215.56	2	4	4	164	0	0	1
220.57	0.75	335	218.56	2	4	2	301	1	0.57597	1
223.87	0.75	336	221.87	2	4	5	209	0	0	1
227.38	0.75	337	225.38	2	4	6	243	1	0.4892	1
231.42	0.75	338	229.41	2	4	4	184	0	0	1
234.93	0.75	339	232.92	2	4	5	193	0	0	1
238.69	0.75	340	236.68	2	4	1	114	0	0	1
241.7	0.75	341	239.69	2	4	2	304	0	0	1
245.45	0.75	342	243.45	2	4	6	245	0	0	1
248.71	0.75	343	246.7	2	4	5	191	0	0	1
252.72	0.75	344	250.71	2	4	3	228	0	0	1
256.23	0.75	345	254.22	2	4	1	119	0	0	1
260	0.75	346	257.99	2	4	6	241	0	0	1
264.01	0.75	347	262	2	4	3	236	1	0.48338	1
267.29	0.75	348	265.29	2	4	5	205	0	0	1
271.3	0.75	349	269.3	2	4	6	245	0	0	1
275.06	0.75	350	273.06	2	4	2	305	0	0	1
278.57	0.75	351	276.56	2	4	4	168	0	0	1
281.83	0.75	352	279.82	2	4	3	226	1	0.51414	1
285.61	0.75	353	283.61	2	4	1	112	0	0	1
288.86	0.75	354	286.86	2	4	4	177	0	0	1
291.87	0.75	355	289.86	2	4	3	236	0	0	1
295.14	0.75	356	293.14	2	4	6	242	1	0.39335	1
298.43	0.75	357	296.42	2	4	2	307	0	0	1
302.19	0.75	358	300.18	2	4	4	164	0	0	1
305.19	0.75	359	303.18	2	4	3	226	0	0	1
308.95	0.75	360	306.94	2	4	5	193	0	0	1
312.7	0.75	361	310.7	2	4	4	168	0	0	1
316.22	0.75	362	314.21	2	4	1	112	1	0.50441	1
319.25	0.75	363	317.25	2	4	2	308	0	0	1
322.51	0.75	364	320.5	2	4	5	207	0	0	1
326.52	0.75	365	324.51	2	4	6	244	0	0	1
329.54	0.75	366	327.54	2	4	5	209	0	0	1
333.3	0.75	367	331.29	2	4	3	234	0	0	1
336.56	0.75	368	334.55	2	4	4	162	1	0.47839	1
340.6	0.75	369	338.59	2	4	1	107	0	0	1
344.6	0.75	370	342.59	2	4	2	302	0	0	1
348.36	0.75	371	346.35	2	4	6	242	0	0	1
352.37	0.75	372	350.36	2	4	3	228	0	0	1
355.63	0.75	373	353.62	2	4	2	301	0	0	1
359.13	0.75	374	357.12	2	4	5	191	1	0.39986	1
362.92	0.75	375	360.91	2	4	1	111	0	0	1
366.69	0.75	376	364.69	2	4	6	241	0	0	1
