onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.0125	0.75	283	4.0036	2	4	2	302	0	0	1
10.02	0.75	284	8.0148	2	4	3	236	0	0	1
13.781	0.75	285	11.776	2	4	4	184	1	0.371	1
17.581	0.75	286	15.576	2	4	6	244	0	0	1
21.343	0.75	287	19.339	2	4	5	209	0	0	1
24.353	0.75	288	22.348	2	4	4	177	0	0	1
27.364	0.75	289	25.357	2	4	2	307	0	0	1
30.622	0.75	290	28.615	2	4	1	114	0	0	1
34.378	0.75	291	32.373	2	4	4	162	1	0.39392	1
37.912	0.75	292	35.907	2	4	5	205	0	0	1
41.926	0.75	293	39.919	2	4	1	111	0	0	1
45.934	0.75	294	43.929	2	4	6	242	0	0	1
49.448	0.75	295	47.441	2	4	3	233	0	0	1
53.47	0.75	296	51.462	2	4	1	112	0	0	1
56.724	0.75	297	54.72	2	4	5	193	1	0.45166	1
60.012	0.75	298	58.005	2	4	1	107	0	0	1
63.019	0.75	299	61.012	2	4	2	308	0	0	1
66.524	0.75	300	64.519	2	4	6	243	0	0	1
70.287	0.75	301	68.28	2	4	2	301	0	0	1
73.543	0.75	302	71.538	2	4	3	234	0	0	1
76.55	0.75	303	74.545	2	4	6	245	0	0	1
79.808	0.75	304	77.8	2	4	4	164	0	0	1
83.564	0.75	305	81.559	2	4	5	207	0	0	1
87.09	0.75	306	85.085	2	4	3	228	0	0	1
90.102	0.75	307	88.094	2	4	1	111	1	0.52048	1
93.39	0.75	308	91.383	2	4	2	305	0	0	1
97.145	0.75	309	95.141	2	4	5	207	0	0	1
100.91	0.75	310	98.903	2	4	6	243	0	0	1
104.17	0.75	311	102.16	2	4	5	193	0	0	1
107.93	0.75	312	105.92	2	4	2	304	0	0	1
111.69	0.75	313	109.68	2	4	1	116	0	0	1
114.69	0.75	314	112.69	2	4	2	307	0	0	1
118.45	0.75	315	116.44	2	4	3	233	0	0	1
121.72	0.75	316	119.71	2	4	5	191	0	0	1
124.72	0.75	317	122.72	2	4	3	234	0	0	1
127.73	0.75	318	125.72	2	4	6	244	1	0.39467	1
131.52	0.75	319	129.51	2	4	1	107	0	0	1
135.28	0.75	320	133.27	2	4	2	308	0	0	1
139.29	0.75	321	137.28	2	4	4	184	0	0	1
143.05	0.75	322	141.04	2	4	3	226	0	0	1
146.81	0.75	323	144.8	2	4	1	119	0	0	1
149.81	0.75	324	147.81	2	4	4	177	0	0	1
153.58	0.75	325	151.57	2	4	5	205	0	0	1
156.6	0.75	326	154.59	2	4	4	162	0	0	1
160.61	0.75	327	158.61	2	4	3	228	0	0	1
163.62	0.75	328	161.61	2	4	4	168	1	0.48856	1
166.65	0.75	329	164.65	2	4	6	242	0	0	1
169.66	0.75	330	167.66	2	4	2	302	1	0.41156	1
206.56	0.75	331	204.55	2	4	6	241	0	0	1
209.82	0.75	332	207.81	2	4	3	233	0	0	1
213.83	0.75	333	211.82	2	4	1	116	0	0	1
216.83	0.75	334	214.82	2	4	4	164	0	0	1
219.84	0.75	335	217.83	2	4	2	301	1	0.45662	1
223.14	0.75	336	221.13	2	4	5	209	0	0	1
226.65	0.75	337	224.65	2	4	6	243	1	0.45354	1
230.69	0.75	338	228.68	2	4	4	184	0	0	1
234.2	0.75	339	232.19	2	4	5	193	0	0	1
237.96	0.75	340	235.95	2	4	1	114	0	0	1
240.97	0.75	341	238.96	2	4	2	304	0	0	1
244.73	0.75	342	242.72	2	4	6	245	0	0	1
247.98	0.75	343	245.98	2	4	5	191	0	0	1
251.99	0.75	344	249.99	2	4	3	228	0	0	1
255.5	0.75	345	253.5	2	4	1	119	0	0	1
259.28	0.75	346	257.27	2	4	6	241	0	0	1
263.29	0.75	347	261.28	2	4	3	236	1	0.41145	1
266.58	0.75	348	264.57	2	4	5	205	0	0	1
270.59	0.75	349	268.58	2	4	6	245	0	0	1
274.35	0.75	350	272.34	2	4	2	305	0	0	1
277.86	0.75	351	275.85	2	4	4	168	0	0	1
281.12	0.75	352	279.11	2	4	3	226	1	0.41082	1
284.9	0.75	353	282.89	2	4	1	112	0	0	1
288.16	0.75	354	286.15	2	4	4	177	0	0	1
291.16	0.75	355	289.16	2	4	3	236	0	0	1
294.44	0.75	356	292.44	2	4	6	242	1	0.64004	1
297.73	0.75	357	295.72	2	4	2	307	0	0	1
301.49	0.75	358	299.48	2	4	4	164	0	0	1
304.49	0.75	359	302.49	2	4	3	226	0	0	1
308.26	0.75	360	306.25	2	4	5	193	0	0	1
312.01	0.75	361	310.01	2	4	4	168	0	0	1
315.53	0.75	362	313.52	2	4	1	112	1	0.38951	1
318.56	0.75	363	316.56	2	4	2	308	0	0	1
321.82	0.75	364	319.81	2	4	5	207	0	0	1
325.82	0.75	365	323.82	2	4	6	244	0	0	1
328.84	0.75	366	326.84	2	4	5	209	0	0	1
332.6	0.75	367	330.6	2	4	3	234	0	0	1
335.86	0.75	368	333.86	2	4	4	162	1	0.56217	1
339.9	0.75	369	337.89	2	4	1	107	0	0	1
343.91	0.75	370	341.9	2	4	2	302	0	0	1
347.67	0.75	371	345.66	2	4	6	242	0	0	1
351.67	0.75	372	349.67	2	4	3	228	0	0	1
354.93	0.75	373	352.93	2	4	2	301	0	0	1
358.44	0.75	374	356.44	2	4	5	191	1	0.57453	1
362.23	0.75	375	360.22	2	4	1	111	0	0	1
366	0.75	376	364	2	4	6	241	0	0	1
