onset	duration	trial	onsetsprobeapprox	block	episode	stimcue	stimprobe	categorycue	categoryprobe	episodeprobe	positioncue	positionprobe	probecorrect	afterbefore	choicetimelimit	choiceresp	choicekey	choicert	accurate	confresponse	confkey	confrt
9.4521	5.5	44	n/a	2	6	191	n/a	5	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.749	5.5	45	n/a	2	4	193	n/a	5	n/a	n/a	4	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
30.799	5.5	46	n/a	2	7	307	n/a	2	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
39.726	5.5	47	n/a	2	6	245	n/a	6	n/a	n/a	4	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.776	5.5	48	n/a	2	2	241	n/a	6	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
58.602	5.5	49	n/a	2	7	307	n/a	2	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
68.485	5.5	50	n/a	2	1	112	n/a	1	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
77.899	5.5	51	n/a	2	2	236	n/a	3	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
87.094	5.5	52	n/a	2	4	302	n/a	2	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
96.605	5.5	53	n/a	2	3	111	n/a	1	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
106.7	5.5	54	n/a	2	8	184	n/a	4	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
116.79	5.5	55	n/a	2	7	307	n/a	2	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
132.62	5.5	56	n/a	2	1	234	n/a	3	n/a	n/a	4	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
142.96	5.5	57	n/a	2	6	464	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.67	5.5	58	n/a	2	5	462	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
164.12	5.5	59	n/a	2	8	466	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
174.31	5.5	60	n/a	2	6	191	n/a	5	n/a	n/a	3	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
183.97	5.5	61	n/a	2	7	465	n/a	8	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193.2	5.5	62	n/a	2	3	436	n/a	7	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
202.62	5.5	63	n/a	2	6	464	n/a	8	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
213.24	5.5	64	n/a	2	5	462	n/a	8	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
258.3	5.5	65	n/a	2	3	301	n/a	2	n/a	n/a	4	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
271.92	5.5	66	n/a	2	2	207	n/a	5	n/a	n/a	4	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
281.64	5.5	67	n/a	2	8	184	n/a	4	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
291.77	5.5	68	n/a	2	7	164	n/a	4	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
301.97	5.5	69	n/a	2	2	236	n/a	3	n/a	n/a	2	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
313.3	5.5	70	n/a	2	8	119	n/a	1	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
323.29	5.5	71	n/a	2	7	243	n/a	6	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
333.53	5.5	72	n/a	2	3	162	n/a	4	n/a	n/a	1	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
343.84	5.5	73	n/a	2	4	302	n/a	2	n/a	n/a	1	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
353.25	5.5	74	n/a	2	2	116	n/a	1	n/a	n/a	3	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
363.55	5.5	75	n/a	2	3	111	n/a	1	n/a	n/a	2	n/a	1	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
373.84	5.5	76	n/a	2	4	193	n/a	5	n/a	n/a	4	n/a	0	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
387.26	5.5	77	n/a	2	8	466	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
397.17	5.5	78	n/a	2	5	107	n/a	1	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
408.23	5.5	79	n/a	2	3	436	n/a	7	n/a	n/a	5	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
417.32	5.5	80	n/a	2	1	234	n/a	3	n/a	n/a	4	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
427.4	5.5	81	n/a	2	8	119	n/a	1	n/a	n/a	3	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
436.99	5.5	82	n/a	2	6	191	n/a	5	n/a	n/a	3	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
446.56	5.5	83	n/a	2	1	205	n/a	5	n/a	n/a	3	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
456.9	5.5	84	n/a	2	4	226	n/a	3	n/a	n/a	2	n/a	0	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
465.53	5.5	85	n/a	2	7	465	n/a	8	n/a	n/a	5	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
475	5.5	86	n/a	2	8	228	n/a	3	n/a	n/a	4	n/a	1	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
n/a	n/a	44	14.952	2	6	n/a	226	n/a	3	4	n/a	2	0	1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	45	25.249	2	4	n/a	301	n/a	2	3	n/a	4	0	1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	46	36.299	2	7	n/a	305	n/a	2	8	n/a	2	0	1	1.25	0	2	1.0842	1	0	1	1.0377
n/a	n/a	47	45.226	2	6	n/a	465	n/a	8	7	n/a	5	0	1	1.5	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	48	55.276	2	2	n/a	207	n/a	5	2	n/a	4	1	1	1.75	1	1	0.96856	1	0	1	1.0617
n/a	n/a	49	64.102	2	7	n/a	191	n/a	5	6	n/a	3	0	1	2	0	1	1.6431	1	1	1	1.4409
n/a	n/a	50	73.985	2	1	n/a	437	n/a	7	2	n/a	5	0	1	2.25	0	2	1.1322	1	1	1	0.96876
n/a	n/a	51	83.399	2	2	n/a	205	n/a	5	1	n/a	3	0	1	2.5	0	1	0.94748	1	1	1	0.93667
n/a	n/a	52	92.594	2	4	n/a	244	n/a	6	4	n/a	3	1	1	2.75	1	2	1.5179	1	0	1	0.68177
n/a	n/a	53	102.1	2	3	n/a	433	n/a	7	4	n/a	5	0	1	3	0	1	1.1575	1	0	2	1.6268
n/a	n/a	54	112.2	2	8	n/a	465	n/a	8	7	n/a	5	0	1	3	0	2	1.4639	1	0	1	0.81647
n/a	n/a	55	122.29	2	7	n/a	464	n/a	8	6	n/a	5	0	1	3	1	2	1.5537	0	0	2	0.98922
n/a	n/a	56	138.12	2	1	n/a	308	n/a	2	1	n/a	2	1	-1	3	0	2	1.6068	0	1	1	1.4324
n/a	n/a	57	148.46	2	6	n/a	233	n/a	3	6	n/a	1	1	-1	3	0	2	2.1762	0	0	1	1.2191
n/a	n/a	58	159.17	2	5	n/a	168	n/a	4	5	n/a	4	1	-1	3	0	2	1.9654	0	0	1	0.6865
n/a	n/a	59	169.62	2	8	n/a	119	n/a	1	8	n/a	3	1	-1	3	1	1	1.3558	1	1	1	1.0202
n/a	n/a	60	179.81	2	6	n/a	177	n/a	4	6	n/a	2	1	-1	3	1	2	1.439	1	1	2	1.4117
n/a	n/a	61	189.47	2	7	n/a	184	n/a	4	8	n/a	1	0	-1	3	1	2	1.4021	0	0	1	1.031
n/a	n/a	62	198.7	2	3	n/a	301	n/a	2	3	n/a	4	1	-1	3	1	1	1.3091	1	0	1	1.3033
n/a	n/a	63	208.12	2	6	n/a	305	n/a	2	8	n/a	2	0	-1	3	1	1	1.6929	0	0	1	1.1148
n/a	n/a	64	218.74	2	5	n/a	245	n/a	6	6	n/a	4	0	-1	3	1	1	1.6743	0	0	2	1.2653
n/a	n/a	65	263.8	2	3	n/a	242	n/a	6	3	n/a	3	1	-1	3	1	2	1.9497	1	0	1	1.0064
n/a	n/a	66	277.42	2	2	n/a	241	n/a	6	2	n/a	1	0	1	2.75	0	2	1.154	1	1	1	0.75878
n/a	n/a	67	287.14	2	8	n/a	114	n/a	1	7	n/a	4	0	1	2.5	1	2	1.4025	0	0	1	0.93097
n/a	n/a	68	297.27	2	7	n/a	107	n/a	1	5	n/a	3	0	1	2.25	0	1	1.8887	1	1	2	0.99848
n/a	n/a	69	307.47	2	2	n/a	234	n/a	3	1	n/a	4	0	1	2	0	2	2.2411	1	1	2	1.272
n/a	n/a	70	318.8	2	8	n/a	111	n/a	1	3	n/a	2	0	1	1.75	0	1	1.1279	1	1	2	1.0575
n/a	n/a	71	328.79	2	7	n/a	466	n/a	8	8	n/a	5	0	1	1.5	1	2	1.7318	0	0	1	0.70635
n/a	n/a	72	339.03	2	3	n/a	301	n/a	2	3	n/a	4	1	1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	73	349.34	2	4	n/a	242	n/a	6	3	n/a	3	0	1	1	1	2	1.2314	0	0	1	0.87927
n/a	n/a	74	358.75	2	2	n/a	209	n/a	5	5	n/a	1	0	1	1	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	75	369.05	2	3	n/a	242	n/a	6	3	n/a	3	1	1	1.25	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	76	379.34	2	4	n/a	244	n/a	6	4	n/a	3	0	1	1.5	1	1	0.77609	0	0	2	0.88657
n/a	n/a	77	392.76	2	8	n/a	184	n/a	4	8	n/a	1	1	-1	1.75	1	2	1.3717	1	0	1	0.72392
n/a	n/a	78	402.67	2	5	n/a	462	n/a	8	5	n/a	5	0	-1	2	0	0	n/a	n/a	n/a	0	n/a
n/a	n/a	79	413.73	2	3	n/a	244	n/a	6	4	n/a	3	0	-1	2.25	0	2	1.1773	1	0	2	1.1147
n/a	n/a	80	422.82	2	1	n/a	431	n/a	7	1	n/a	5	0	-1	2.5	0	2	1.0891	1	1	1	1.1833
n/a	n/a	81	432.9	2	8	n/a	305	n/a	2	8	n/a	2	1	-1	2.75	1	1	1.0367	1	0	2	1.2463
n/a	n/a	82	442.49	2	6	n/a	207	n/a	5	2	n/a	4	0	-1	3	0	1	1.041	1	1	1	1.2149
n/a	n/a	83	452.06	2	1	n/a	308	n/a	2	1	n/a	2	1	-1	3	1	2	1.4255	1	0	1	1.1041
n/a	n/a	84	462.4	2	4	n/a	228	n/a	3	8	n/a	4	0	-1	3	0	1	1.0726	1	1	2	0.76446
n/a	n/a	85	471.03	2	7	n/a	164	n/a	4	7	n/a	2	1	-1	3	0	1	1.8469	0	1	2	0.80831
n/a	n/a	86	480.5	2	8	n/a	119	n/a	1	8	n/a	3	1	-1	3	1	2	1.1944	1	1	2	1.3338
