onset	duration	trial	onsetsword	durationword	block	category	stimulus	tgttrial	tgtrt	tgtcorrect
6.014	0.75	189	4.0036	2	3	4	162	0	0	1
9.2689	0.75	190	7.2637	2	3	6	242	0	0	1
13.274	0.75	191	11.269	2	3	2	302	0	0	1
17.281	0.75	192	15.276	2	3	6	244	0	0	1
20.288	0.75	193	18.283	2	3	4	177	0	0	1
23.292	0.75	194	21.288	2	3	6	241	0	0	1
26.303	0.75	195	24.297	2	3	3	233	0	0	1
29.324	0.75	196	27.316	2	3	1	112	1	0.57219	1
33.11	0.75	197	31.105	2	3	3	234	0	0	1
36.115	0.75	198	34.111	2	3	6	243	0	0	1
39.373	0.75	199	37.367	2	3	1	119	0	0	1
43.134	0.75	200	41.129	2	3	5	207	0	0	1
46.394	0.75	201	44.39	2	3	4	168	0	0	1
50.157	0.75	202	48.152	2	3	5	193	0	0	1
53.916	0.75	203	51.911	2	3	3	228	0	0	1
56.926	0.75	204	54.919	2	3	1	116	1	0.46222	1
59.964	0.75	205	57.958	2	3	5	209	0	0	1
63.491	0.75	206	61.483	2	3	2	304	1	0.49363	1
66.777	0.75	207	64.773	2	3	6	243	0	0	1
69.782	0.75	208	67.778	2	3	5	205	1	0.48422	1
72.819	0.75	209	70.813	2	3	2	307	0	0	1
76.577	0.75	210	74.571	2	3	3	226	0	0	1
80.335	0.75	211	78.33	2	3	4	184	0	0	1
84.345	0.75	212	82.338	2	3	1	114	0	0	1
88.353	0.75	213	86.348	2	3	3	228	0	0	1
91.358	0.75	214	89.353	2	3	6	245	0	0	1
95.12	0.75	215	93.113	2	3	2	305	0	0	1
98.891	0.75	216	96.886	2	3	3	226	0	0	1
102.4	0.75	217	100.4	2	3	6	242	0	0	1
106.17	0.75	218	104.16	2	3	2	308	0	0	1
109.17	0.75	219	107.17	2	3	3	236	0	0	1
113.18	0.75	220	111.17	2	3	1	107	1	0.51466	1
116.47	0.75	221	114.46	2	3	4	164	0	0	1
120.47	0.75	222	118.47	2	3	2	304	0	0	1
124.48	0.75	223	122.47	2	3	1	111	0	0	1
127.99	0.75	224	125.98	2	3	5	193	1	0.55226	1
131.27	0.75	225	129.27	2	3	3	233	0	0	1
135.05	0.75	226	133.04	2	3	1	112	0	0	1
138.05	0.75	227	136.05	2	3	4	177	0	0	1
141.06	0.75	228	139.06	2	3	1	114	0	0	1
144.82	0.75	229	142.82	2	3	2	302	0	0	1
148.58	0.75	230	146.58	2	3	4	184	0	0	1
152.59	0.75	231	150.58	2	3	2	301	0	0	1
155.59	0.75	232	153.59	2	3	5	207	1	0.44168	1
159.13	0.75	233	157.12	2	3	4	168	0	0	1
163.14	0.75	234	161.13	2	3	5	191	0	0	1
166.4	0.75	235	164.39	2	3	6	241	0	0	1
169.92	0.75	236	167.92	2	3	5	205	0	0	1
207.61	0.75	237	205.61	2	3	3	236	0	0	1
211.37	0.75	238	209.37	2	3	4	177	1	0.6528	1
215.16	0.75	239	213.15	2	3	6	244	0	0	1
218.42	0.75	240	216.42	2	3	5	193	0	0	1
222.44	0.75	241	220.43	2	3	2	307	0	0	1
225.69	0.75	242	223.68	2	3	1	119	0	0	1
228.95	0.75	243	226.94	2	3	4	162	0	0	1
232.71	0.75	244	230.7	2	3	3	226	0	0	1
236.22	0.75	245	234.21	2	3	5	209	0	0	1
239.49	0.75	246	237.48	2	3	3	234	0	0	1
242.5	0.75	247	240.49	2	3	5	205	0	0	1
246.26	0.75	248	244.26	2	3	2	305	0	0	1
250.02	0.75	249	248.02	2	3	6	241	0	0	1
253.79	0.75	250	251.78	2	3	1	111	1	0.52019	1
257.07	0.75	251	255.07	2	3	3	228	0	0	1
260.33	0.75	252	258.33	2	3	6	242	0	0	1
263.35	0.75	253	261.34	2	3	4	164	0	0	1
267.36	0.75	254	265.35	2	3	2	301	0	0	1
271.11	0.75	255	269.11	2	3	5	191	0	0	1
274.13	0.75	256	272.13	2	3	1	116	1	0.57886	1
277.67	0.75	257	275.66	2	3	2	308	0	0	1
281.67	0.75	258	279.67	2	3	4	168	0	0	1
285.19	0.75	259	283.18	2	3	6	245	0	0	1
288.45	0.75	260	286.44	2	3	1	107	0	0	1
291.7	0.75	261	289.7	2	3	2	302	0	0	1
295.46	0.75	262	293.46	2	3	6	245	0	0	1
299.47	0.75	263	297.46	2	3	2	305	0	0	1
303.23	0.75	264	301.22	2	3	3	226	0	0	1
306.23	0.75	265	304.23	2	3	1	114	1	0.6206	1
309.78	0.75	266	307.78	2	3	5	209	1	0.49461	1
313.07	0.75	267	311.07	2	3	1	112	0	0	1
316.83	0.75	268	314.82	2	3	2	304	0	0	1
320.84	0.75	269	318.83	2	3	3	234	0	0	1
324.6	0.75	270	322.59	2	3	4	164	1	0.48868	1
328.64	0.75	271	326.63	2	3	1	119	0	0	1
331.89	0.75	272	329.89	2	3	6	241	0	0	1
335.15	0.75	273	333.15	2	3	1	116	0	0	1
338.16	0.75	274	336.15	2	3	6	243	0	0	1
341.17	0.75	275	339.16	2	3	3	236	0	0	1
344.94	0.75	276	342.94	2	3	6	244	0	0	1
348.2	0.75	277	346.2	2	3	4	184	0	0	1
352.2	0.75	278	350.2	2	3	5	191	0	0	1
355.21	0.75	279	353.21	2	3	4	168	0	0	1
359.22	0.75	280	357.21	2	3	3	233	1	0.63542	1
363.26	0.75	281	361.25	2	3	4	162	0	0	1
367.02	0.75	282	365.01	2	3	5	207	0	0	1
